firm_id,display_name,canonical_domain,valid_observation_denominator,named_observations,cited_domain_observations,source_only_observations,observed_observations,complete_cell_denominator,majority_observed_cells,majority_named_cells,majority_cited_cells,query_breadth,query_breadth_denominator,engine_breadth,engine_breadth_denominator,stable_present_cells,variable_cells,stable_absent_cells,per_engine
financialcaresolutions.co.uk,Financial Care Solutions,financialcaresolutions.co.uk,225,1,0,0,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
finli.co.uk,Finli,finli.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
firstservicefinancial.co.uk,First Service Financial,firstservicefinancial.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
fiscalengineers.com,Fiscal Engineers,fiscalengineers.com,225,2,0,0,2,75,1,1,0,1,25,1,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":1,""majority_observed_cells"":1}]"
forvismazars.com,Forvis Mazars Financial Planning,forvismazars.com,225,3,1,0,3,75,0,0,0,0,25,0,3,0,3,72,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
fosterdenovo.com,Foster Denovo,fosterdenovo.com,225,2,2,2,4,75,1,0,1,1,25,1,3,0,3,72,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":1,""majority_named_cells"":0,""majority_observed_cells"":1},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
futurafs.com,Futura Wealth Management,futurafs.com,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
gpfm.co.uk,Gerald Pepper Financial Management,gpfm.co.uk,225,1,0,0,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
greshamwm.co.uk,Gresham Wealth Management,greshamwm.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
handelsbanken.co.uk,Handelsbanken Wealth & Asset Management,handelsbanken.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
harvestassociates.co.uk,Harvest Associates,harvestassociates.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
hazlewoods.co.uk,Hazlewoods Financial Planning,hazlewoods.co.uk,225,0,2,2,2,75,1,0,1,1,25,1,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":1,""majority_named_cells"":0,""majority_observed_cells"":1}]"
herfinancialplanning.co.uk,Her Financial Planning,herfinancialplanning.co.uk,225,1,1,0,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
hfmcwealth.com,HFMC Wealth,hfmcwealth.com,225,1,0,0,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
hilltopfinance.co.uk,Hilltop Financial Planning,hilltopfinance.co.uk,225,7,9,4,11,75,4,3,3,2,25,3,3,2,3,70,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":1,""majority_observed_cells"":1},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":1,""majority_named_cells"":1,""majority_observed_cells"":1},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":2,""majority_named_cells"":1,""majority_observed_cells"":2}]"
hl.co.uk,Hargreaves Lansdown Financial Advice,hl.co.uk,225,27,39,15,42,75,14,9,13,11,25,3,3,9,10,56,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":2,""majority_named_cells"":0,""majority_observed_cells"":2},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":2,""majority_named_cells"":2,""majority_observed_cells"":2},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":9,""majority_named_cells"":7,""majority_observed_cells"":10}]"
hsbc.co.uk,HSBC Financial Advice,hsbc.co.uk,225,0,1,1,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
icfp.co.uk,Informed Choice,icfp.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
innesreid.co.uk,Innes Reid,innesreid.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
investmentquorum.com,Investment Quorum,investmentquorum.com,225,0,1,1,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
jamiesonchristie.com,Jamieson Christie Wealth Management,jamiesonchristie.com,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
jcwealth.co.uk,Johnston Carmichael Wealth,jcwealth.co.uk,225,1,0,0,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
jmfinn.com,JM Finn,jmfinn.com,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
juliusbaer.com,Julius Baer,juliusbaer.com,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
justfinancialplanning.co.uk,Just Financial Planning,justfinancialplanning.co.uk,225,1,0,0,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
kerrhenderson.com,Kerr Henderson,kerrhenderson.com,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
landmarkifa.co.uk,Landmark IFA,landmarkifa.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
lgtwm.com,LGT Wealth Management,lgtwm.com,225,1,0,0,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
liberatewealth.co.uk,Liberate Wealth,liberatewealth.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
luminwealth.co.uk,Lumin Wealth,luminwealth.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mafsltd.co.uk,Martin Aitken Financial Services,mafsltd.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mandg.com,M&G Advice,mandg.com,225,0,3,3,3,75,1,0,1,1,25,1,3,1,0,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":1,""majority_named_cells"":0,""majority_observed_cells"":1}]"
matrixcapital.co.uk,Matrix Capital,matrixcapital.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mattioliwoods.com,Mattioli Woods,mattioliwoods.com,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mccreafs.co.uk,McCrea Financial Services,mccreafs.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mchardyprivatewealth.co.uk,McHardy Private Wealth,mchardyprivatewealth.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mearnscompany.com,Mearns & Company,mearnscompany.com,225,3,1,0,3,75,1,1,0,1,25,1,3,0,2,73,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":1,""majority_observed_cells"":1},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mkcwealth.co.uk,MKC Wealth,mkcwealth.co.uk,225,3,0,0,3,75,1,1,0,1,25,1,3,0,2,73,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":1,""majority_observed_cells"":1},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
moneyweb-ifa.com,Moneyweb,moneyweb-ifa.com,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mwafinancialadvice.co.uk,MWA Financial Advice,mwafinancialadvice.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mycontinuum.co.uk,Continuum Financial Services,mycontinuum.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
mypensionexpert.com,My Pension Expert,mypensionexpert.com,225,0,3,3,3,75,1,0,1,1,25,1,3,1,0,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":1,""majority_named_cells"":0,""majority_observed_cells"":1},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
natwest.com,NatWest Financial Planning,natwest.com,225,1,3,3,4,75,1,0,1,1,25,1,3,1,1,73,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":1,""majority_named_cells"":0,""majority_observed_cells"":1}]"
nextchapterfp.co.uk,Next Chapter Financial Planning,nextchapterfp.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
nfumutual.co.uk,NFU Mutual Financial Planning,nfumutual.co.uk,225,3,4,1,4,75,1,1,1,1,25,1,3,1,1,73,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":1,""majority_named_cells"":1,""majority_observed_cells"":1}]"
om.uk,Old Mill Financial Planning,om.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
onefourninegroup.co.uk,One Four Nine,onefourninegroup.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
origenfs.co.uk,Origen Financial Services,origenfs.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
paradigmnorton.co.uk,Paradigm Norton,paradigmnorton.co.uk,225,0,1,1,1,75,0,0,0,0,25,0,3,0,1,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
paretofp.co.uk,Pareto Financial Planning,paretofp.co.uk,225,1,2,2,3,75,0,0,0,0,25,0,3,0,3,72,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
partnerswealthmanagement.co.uk,Partners Wealth Management,partnerswealthmanagement.co.uk,225,3,0,0,3,75,1,1,0,1,25,1,3,1,0,74,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":1,""majority_observed_cells"":1}]"
pembrokefinancial.co.uk,Pembroke Financial Services,pembrokefinancial.co.uk,225,0,0,0,0,75,0,0,0,0,25,0,3,0,0,75,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0}]"
penguinwealth.com,Penguin Wealth,penguinwealth.com,225,6,5,0,6,75,2,2,2,1,25,2,3,2,0,73,"[{""complete_query_denominator"":25,""engine"":""gemini"",""majority_cited_cells"":1,""majority_named_cells"":1,""majority_observed_cells"":1},{""complete_query_denominator"":25,""engine"":""openai"",""majority_cited_cells"":0,""majority_named_cells"":0,""majority_observed_cells"":0},{""complete_query_denominator"":25,""engine"":""perplexity"",""majority_cited_cells"":1,""majority_named_cells"":1,""majority_observed_cells"":1}]"
